COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
TULARE,2017,Child vs. adult,0–17 years,0–17 years,1054,73.4
TUOLUMNE,2017,Child vs. adult,0–17 years,0–17 years,62,71.4
VENTURA,2017,Child vs. adult,0–17 years,0–17 years,1080,54.9
YOLO,2017,Child vs. adult,0–17 years,0–17 years,294,58.8
YUBA,2017,Child vs. adult,0–17 years,0–17 years,121,56
CALIFORNIA,2017,Child vs. adult,18+ years,18+ years,111266,37.4
ALAMEDA,2017,Child vs. adult,18+ years,18+ years,5763,44.4
ALPINE,2017,Child vs. adult,18+ years,18+ years,0,0
AMADOR,2017,Child vs. adult,18+ years,18+ years,138,51.8
BUTTE,2017,Child vs. adult,18+ years,18+ years,710,43.9
CALAVERAS,2017,Child vs. adult,18+ years,18+ years,148,49.8
COLUSA,2017,Child vs. adult,18+ years,18+ years,25,16.8
CONTRA COSTA,2017,Child vs. adult,18+ years,18+ years,4502,53.3
DEL NORTE,2017,Child vs. adult,18+ years,18+ years,98,51.6
EL DORADO,2017,Child vs. adult,18+ years,18+ years,487,38.2
FRESNO,2017,Child vs. adult,18+ years,18+ years,3412,48.1
GLENN,2017,Child vs. adult,18+ years,18+ years,102,48.9
HUMBOLDT,2017,Child vs. adult,18+ years,18+ years,678,69
IMPERIAL,2017,Child vs. adult,18+ years,18+ years,600,44.5
INYO,2017,Child vs. adult,18+ years,18+ years,78,68
KERN,2017,Child vs. adult,18+ years,18+ years,2634,40.3
KINGS,2017,Child vs. adult,18+ years,18+ years,568,53.3
LAKE,2017,Child vs. adult,18+ years,18+ years,370,79.4
LASSEN,2017,Child vs. adult,18+ years,18+ years,96,37.2
LOS ANGELES,2017,Child vs. adult,18+ years,18+ years,30443,38.7
MADERA,2017,Child vs. adult,18+ years,18+ years,417,37.1
MARIN,2017,Child vs. adult,18+ years,18+ years,399,20.4
MARIPOSA,2017,Child vs. adult,18+ years,18+ years,49,45
MENDOCINO,2017,Child vs. adult,18+ years,18+ years,375,60.8
MERCED,2017,Child vs. adult,18+ years,18+ years,1173,60.6
MODOC,2017,Child vs. adult,18+ years,18+ years,58,106.3
MONO,2017,Child vs. adult,18+ years,18+ years,31,32.1
MONTEREY,2017,Child vs. adult,18+ years,18+ years,1169,35.7
NAPA,2017,Child vs. adult,18+ years,18+ years,385,35.9
NEVADA,2017,Child vs. adult,18+ years,18+ years,226,34.4
ORANGE,2017,Child vs. adult,18+ years,18+ years,5256,21.6
PLACER,2017,Child vs. adult,18+ years,18+ years,821,29.3
PLUMAS,2017,Child vs. adult,18+ years,18+ years,57,51.5
RIVERSIDE,2017,Child vs. adult,18+ years,18+ years,6145,35.3
SACRAMENTO,2017,Child vs. adult,18+ years,18+ years,6960,61.9
SAN BENITO,2017,Child vs. adult,18+ years,18+ years,202,48.6
SAN BERNARDINO,2017,Child vs. adult,18+ years,18+ years,6685,42.1
SAN DIEGO,2017,Child vs. adult,18+ years,18+ years,6048,24.3
SAN FRANCISCO,2017,Child vs. adult,18+ years,18+ years,2198,30
SAN JOAQUIN,2017,Child vs. adult,18+ years,18+ years,3189,59.2
SAN LUIS OBISPO,2017,Child vs. adult,18+ years,18+ years,530,26.2
SAN MATEO,2017,Child vs. adult,18+ years,18+ years,1594,26.8
SANTA BARBARA,2017,Child vs. adult,18+ years,18+ years,897,25.7
SANTA CLARA,2017,Child vs. adult,18+ years,18+ years,4031,27.2
SANTA CRUZ,2017,Child vs. adult,18+ years,18+ years,482,23.4
SHASTA,2017,Child vs. adult,18+ years,18+ years,493,39.8
SIERRA,2017,Child vs. adult,18+ years,18+ years,NA,NA
SISKIYOU,2017,Child vs. adult,18+ years,18+ years,114,38.5
SOLANO,2017,Child vs. adult,18+ years,18+ years,2651,81.6
SONOMA,2017,Child vs. adult,18+ years,18+ years,1377,36
STANISLAUS,2017,Child vs. adult,18+ years,18+ years,1956,49.5
SUTTER,2017,Child vs. adult,18+ years,18+ years,183,26.2
TEHAMA,2017,Child vs. adult,18+ years,18+ years,211,48.8
TRINITY,2017,Child vs. adult,18+ years,18+ years,45,51.2
TULARE,2017,Child vs. adult,18+ years,18+ years,1080,33
TUOLUMNE,2017,Child vs. adult,18+ years,18+ years,182,47.5
VENTURA,2017,Child vs. adult,18+ years,18+ years,1756,27.8
YOLO,2017,Child vs. adult,18+ years,18+ years,600,37.9
YUBA,2017,Child vs. adult,18+ years,18+ years,245,45.1
CALIFORNIA,2017,Age groups,0–4 years,0–4 years,22731,91.5
ALAMEDA,2017,Age groups,0–4 years,0–4 years,1151,118.3
ALPINE,2017,Age groups,0–4 years,0–4 years,0,0
AMADOR,2017,Age groups,0–4 years,0–4 years,NA,NA
BUTTE,2017,Age groups,0–4 years,0–4 years,73,59.6
CALAVERAS,2017,Age groups,0–4 years,0–4 years,15,84.6
COLUSA,2017,Age groups,0–4 years,0–4 years,16,103.3
CONTRA COSTA,2017,Age groups,0–4 years,0–4 years,709,112.7
DEL NORTE,2017,Age groups,0–4 years,0–4 years,16,102
EL DORADO,2017,Age groups,0–4 years,0–4 years,38,48.5
FRESNO,2017,Age groups,0–4 years,0–4 years,1702,219.3
GLENN,2017,Age groups,0–4 years,0–4 years,NA,NA
HUMBOLDT,2017,Age groups,0–4 years,0–4 years,53,70.4
IMPERIAL,2017,Age groups,0–4 years,0–4 years,145,87.8
INYO,2017,Age groups,0–4 years,0–4 years,12,100.5
KERN,2017,Age groups,0–4 years,0–4 years,705,101
KINGS,2017,Age groups,0–4 years,0–4 years,168,142.7
LAKE,2017,Age groups,0–4 years,0–4 years,29,77.1
LASSEN,2017,Age groups,0–4 years,0–4 years,NA,NA
LOS ANGELES,2017,Age groups,0–4 years,0–4 years,6106,96.8
MADERA,2017,Age groups,0–4 years,0–4 years,220,193.4
MARIN,2017,Age groups,0–4 years,0–4 years,49,41.6
MARIPOSA,2017,Age groups,0–4 years,0–4 years,NA,NA
MENDOCINO,2017,Age groups,0–4 years,0–4 years,64,124.8
MERCED,2017,Age groups,0–4 years,0–4 years,304,146.3
MODOC,2017,Age groups,0–4 years,0–4 years,NA,NA
MONO,2017,Age groups,0–4 years,0–4 years,NA,NA
MONTEREY,2017,Age groups,0–4 years,0–4 years,220,69.8
NAPA,2017,Age groups,0–4 years,0–4 years,47,65.2
NEVADA,2017,Age groups,0–4 years,0–4 years,24,58.5
ORANGE,2017,Age groups,0–4 years,0–4 years,1324,69.2
PLACER,2017,Age groups,0–4 years,0–4 years,125,67.9
PLUMAS,2017,Age groups,0–4 years,0–4 years,11,NA
RIVERSIDE,2017,Age groups,0–4 years,0–4 years,1154,74.9
SACRAMENTO,2017,Age groups,0–4 years,0–4 years,993,101.4
SAN BENITO,2017,Age groups,0–4 years,0–4 years,29,79.4
SAN BERNARDINO,2017,Age groups,0–4 years,0–4 years,1344,87.8
SAN DIEGO,2017,Age groups,0–4 years,0–4 years,1726,77.4
SAN FRANCISCO,2017,Age groups,0–4 years,0–4 years,523,119.9
SAN JOAQUIN,2017,Age groups,0–4 years,0–4 years,536,104.7
SAN LUIS OBISPO,2017,Age groups,0–4 years,0–4 years,95,73.2
SAN MATEO,2017,Age groups,0–4 years,0–4 years,281,64.5
SANTA BARBARA,2017,Age groups,0–4 years,0–4 years,175,61.1
SANTA CLARA,2017,Age groups,0–4 years,0–4 years,591,48.8
SANTA CRUZ,2017,Age groups,0–4 years,0–4 years,118,76.3
SHASTA,2017,Age groups,0–4 years,0–4 years,72,71.9
SIERRA,2017,Age groups,0–4 years,0–4 years,0,0
SISKIYOU,2017,Age groups,0–4 years,0–4 years,13,57.1
SOLANO,2017,Age groups,0–4 years,0–4 years,335,127.2
SONOMA,2017,Age groups,0–4 years,0–4 years,185,73.8
STANISLAUS,2017,Age groups,0–4 years,0–4 years,323,84
SUTTER,2017,Age groups,0–4 years,0–4 years,32,48.8
TEHAMA,2017,Age groups,0–4 years,0–4 years,27,63.6
TRINITY,2017,Age groups,0–4 years,0–4 years,NA,NA
TULARE,2017,Age groups,0–4 years,0–4 years,397,106.2
TUOLUMNE,2017,Age groups,0–4 years,0–4 years,13,57.2
VENTURA,2017,Age groups,0–4 years,0–4 years,299,58.6
YOLO,2017,Age groups,0–4 years,0–4 years,77,60.7
YUBA,2017,Age groups,0–4 years,0–4 years,26,43.6
CALIFORNIA,2017,Age groups,5–17 years,5–17 years,46056,68.2
ALAMEDA,2017,Age groups,5–17 years,5–17 years,2028,80.5
ALPINE,2017,Age groups,5–17 years,5–17 years,0,0
AMADOR,2017,Age groups,5–17 years,5–17 years,28,71.6
BUTTE,2017,Age groups,5–17 years,5–17 years,153,45.7
CALAVERAS,2017,Age groups,5–17 years,5–17 years,35,65.1
COLUSA,2017,Age groups,5–17 years,5–17 years,21,46.7
CONTRA COSTA,2017,Age groups,5–17 years,5–17 years,1495,80.8
DEL NORTE,2017,Age groups,5–17 years,5–17 years,36,83.8
EL DORADO,2017,Age groups,5–17 years,5–17 years,125,46.3
FRESNO,2017,Age groups,5–17 years,5–17 years,2669,129.9
GLENN,2017,Age groups,5–17 years,5–17 years,18,32.6
HUMBOLDT,2017,Age groups,5–17 years,5–17 years,120,58.5
IMPERIAL,2017,Age groups,5–17 years,5–17 years,546,141.1
INYO,2017,Age groups,5–17 years,5–17 years,20,70.3
KERN,2017,Age groups,5–17 years,5–17 years,1514,81.1
KINGS,2017,Age groups,5–17 years,5–17 years,338,97.6
LAKE,2017,Age groups,5–17 years,5–17 years,83,84.1
LASSEN,2017,Age groups,5–17 years,5–17 years,27,67.9
LOS ANGELES,2017,Age groups,5–17 years,5–17 years,12955,77.3
MADERA,2017,Age groups,5–17 years,5–17 years,342,110.3
MARIN,2017,Age groups,5–17 years,5–17 years,116,29.4
MARIPOSA,2017,Age groups,5–17 years,5–17 years,NA,NA
MENDOCINO,2017,Age groups,5–17 years,5–17 years,128,90.9
MERCED,2017,Age groups,5–17 years,5–17 years,590,99.9
MODOC,2017,Age groups,5–17 years,5–17 years,18,136.8
MONO,2017,Age groups,5–17 years,5–17 years,NA,NA
MONTEREY,2017,Age groups,5–17 years,5–17 years,527,62.2
NAPA,2017,Age groups,5–17 years,5–17 years,105,47.9
NEVADA,2017,Age groups,5–17 years,5–17 years,56,47.3
ORANGE,2017,Age groups,5–17 years,5–17 years,2504,47.1
PLACER,2017,Age groups,5–17 years,5–17 years,247,43.5
PLUMAS,2017,Age groups,5–17 years,5–17 years,18,81.2
RIVERSIDE,2017,Age groups,5–17 years,5–17 years,2777,62.9
SACRAMENTO,2017,Age groups,5–17 years,5–17 years,2176,82.6
SAN BENITO,2017,Age groups,5–17 years,5–17 years,109,103.8
SAN BERNARDINO,2017,Age groups,5–17 years,5–17 years,3175,74.7
SAN DIEGO,2017,Age groups,5–17 years,5–17 years,2565,44
SAN FRANCISCO,2017,Age groups,5–17 years,5–17 years,526,58.9
SAN JOAQUIN,2017,Age groups,5–17 years,5–17 years,1156,78.2
SAN LUIS OBISPO,2017,Age groups,5–17 years,5–17 years,175,46.5
SAN MATEO,2017,Age groups,5–17 years,5–17 years,471,39.4
SANTA BARBARA,2017,Age groups,5–17 years,5–17 years,399,54
SANTA CLARA,2017,Age groups,5–17 years,5–17 years,1243,37.8
SANTA CRUZ,2017,Age groups,5–17 years,5–17 years,172,38
SHASTA,2017,Age groups,5–17 years,5–17 years,157,57.3
SIERRA,2017,Age groups,5–17 years,5–17 years,0,0
SISKIYOU,2017,Age groups,5–17 years,5–17 years,32,50.8
SOLANO,2017,Age groups,5–17 years,5–17 years,864,118.1
SONOMA,2017,Age groups,5–17 years,5–17 years,376,52.2
STANISLAUS,2017,Age groups,5–17 years,5–17 years,798,74.5
SUTTER,2017,Age groups,5–17 years,5–17 years,86,47
TEHAMA,2017,Age groups,5–17 years,5–17 years,112,101.2
TRINITY,2017,Age groups,5–17 years,5–17 years,NA,NA
TULARE,2017,Age groups,5–17 years,5–17 years,657,61.3
TUOLUMNE,2017,Age groups,5–17 years,5–17 years,49,76.5
VENTURA,2017,Age groups,5–17 years,5–17 years,781,53.5
YOLO,2017,Age groups,5–17 years,5–17 years,217,58
YUBA,2017,Age groups,5–17 years,5–17 years,95,60.5
CALIFORNIA,2017,Age groups,18–64 years,18–64 years,97990,40.2
ALAMEDA,2017,Age groups,18–64 years,18–64 years,4929,46
ALPINE,2017,Age groups,18–64 years,18–64 years,0,0
AMADOR,2017,Age groups,18–64 years,18–64 years,114,57.1
BUTTE,2017,Age groups,18–64 years,18–64 years,638,49.3
CALAVERAS,2017,Age groups,18–64 years,18–64 years,118,54.9
COLUSA,2017,Age groups,18–64 years,18–64 years,22,18.1
CONTRA COSTA,2017,Age groups,18–64 years,18–64 years,3919,57.6
DEL NORTE,2017,Age groups,18–64 years,18–64 years,95,61.1
EL DORADO,2017,Age groups,18–64 years,18–64 years,427,42.8
FRESNO,2017,Age groups,18–64 years,18–64 years,3040,51.5
GLENN,2017,Age groups,18–64 years,18–64 years,86,51.5
HUMBOLDT,2017,Age groups,18–64 years,18–64 years,634,79.5
IMPERIAL,2017,Age groups,18–64 years,18–64 years,513,46.2
INYO,2017,Age groups,18–64 years,18–64 years,68,76.9
KERN,2017,Age groups,18–64 years,18–64 years,2419,44.1
KINGS,2017,Age groups,18–64 years,18–64 years,528,59.1
LAKE,2017,Age groups,18–64 years,18–64 years,313,87.5
LASSEN,2017,Age groups,18–64 years,18–64 years,89,42.3
LOS ANGELES,2017,Age groups,18–64 years,18–64 years,27020,41.7
MADERA,2017,Age groups,18–64 years,18–64 years,360,39.3
MARIN,2017,Age groups,18–64 years,18–64 years,303,21.1
MARIPOSA,2017,Age groups,18–64 years,18–64 years,48,53.9
MENDOCINO,2017,Age groups,18–64 years,18–64 years,339,69.6
MERCED,2017,Age groups,18–64 years,18–64 years,1072,66.3
MODOC,2017,Age groups,18–64 years,18–64 years,52,122.5
MONO,2017,Age groups,18–64 years,18–64 years,30,37.7
MONTEREY,2017,Age groups,18–64 years,18–64 years,1036,38.5
NAPA,2017,Age groups,18–64 years,18–64 years,310,37.3
NEVADA,2017,Age groups,18–64 years,18–64 years,194,38.9
ORANGE,2017,Age groups,18–64 years,18–64 years,4485,22.6
PLACER,2017,Age groups,18–64 years,18–64 years,676,31.5
PLUMAS,2017,Age groups,18–64 years,18–64 years,49,59.1
RIVERSIDE,2017,Age groups,18–64 years,18–64 years,5464,38.5
SACRAMENTO,2017,Age groups,18–64 years,18–64 years,6333,68.4
SAN BENITO,2017,Age groups,18–64 years,18–64 years,175,51.2
SAN BERNARDINO,2017,Age groups,18–64 years,18–64 years,6071,45.7
SAN DIEGO,2017,Age groups,18–64 years,18–64 years,5213,25.7
SAN FRANCISCO,2017,Age groups,18–64 years,18–64 years,1884,31.6
SAN JOAQUIN,2017,Age groups,18–64 years,18–64 years,2895,64.9
SAN LUIS OBISPO,2017,Age groups,18–64 years,18–64 years,452,28.7
SAN MATEO,2017,Age groups,18–64 years,18–64 years,1279,27.3
SANTA BARBARA,2017,Age groups,18–64 years,18–64 years,754,26.5
SANTA CLARA,2017,Age groups,18–64 years,18–64 years,3457,28.3
SANTA CRUZ,2017,Age groups,18–64 years,18–64 years,428,25.6
SHASTA,2017,Age groups,18–64 years,18–64 years,442,45.2
SIERRA,2017,Age groups,18–64 years,18–64 years,NA,NA
SISKIYOU,2017,Age groups,18–64 years,18–64 years,102,44
SOLANO,2017,Age groups,18–64 years,18–64 years,2342,89.2
SONOMA,2017,Age groups,18–64 years,18–64 years,1109,37.7
STANISLAUS,2017,Age groups,18–64 years,18–64 years,1777,54.5
SUTTER,2017,Age groups,18–64 years,18–64 years,162,28.7
TEHAMA,2017,Age groups,18–64 years,18–64 years,190,55.3
TRINITY,2017,Age groups,18–64 years,18–64 years,37,57.2
TULARE,2017,Age groups,18–64 years,18–64 years,980,35.9
TUOLUMNE,2017,Age groups,18–64 years,18–64 years,147,52.4
VENTURA,2017,Age groups,18–64 years,18–64 years,1524,29.8
YOLO,2017,Age groups,18–64 years,18–64 years,498,37.6
YUBA,2017,Age groups,18–64 years,18–64 years,211,47
CALIFORNIA,2017,Age groups,65+ years,65+ years,13276,23.4
ALAMEDA,2017,Age groups,65+ years,65+ years,834,36.4
ALPINE,2017,Age groups,65+ years,65+ years,0,0
AMADOR,2017,Age groups,65+ years,65+ years,24,25.7
BUTTE,2017,Age groups,65+ years,65+ years,72,17.6
CALAVERAS,2017,Age groups,65+ years,65+ years,30,24.7
COLUSA,2017,Age groups,65+ years,65+ years,NA,NA
CONTRA COSTA,2017,Age groups,65+ years,65+ years,583,32.1
DEL NORTE,2017,Age groups,65+ years,65+ years,NA,NA
EL DORADO,2017,Age groups,65+ years,65+ years,60,16.1
FRESNO,2017,Age groups,65+ years,65+ years,372,31.7
GLENN,2017,Age groups,65+ years,65+ years,16,36.5
HUMBOLDT,2017,Age groups,65+ years,65+ years,44,18.2
IMPERIAL,2017,Age groups,65+ years,65+ years,87,36.5
INYO,2017,Age groups,65+ years,65+ years,NA,NA
KERN,2017,Age groups,65+ years,65+ years,215,21.8
KINGS,2017,Age groups,65+ years,65+ years,40,25
LAKE,2017,Age groups,65+ years,65+ years,57,40.1
LASSEN,2017,Age groups,65+ years,65+ years,NA,NA
LOS ANGELES,2017,Age groups,65+ years,65+ years,3423,24.3
MADERA,2017,Age groups,65+ years,65+ years,57,26.2
MARIN,2017,Age groups,65+ years,65+ years,96,16.9
MARIPOSA,2017,Age groups,65+ years,65+ years,NA,NA
MENDOCINO,2017,Age groups,65+ years,65+ years,36,17.8
MERCED,2017,Age groups,65+ years,65+ years,101,32.6
MODOC,2017,Age groups,65+ years,65+ years,NA,NA
MONO,2017,Age groups,65+ years,65+ years,NA,NA
MONTEREY,2017,Age groups,65+ years,65+ years,133,22.5
NAPA,2017,Age groups,65+ years,65+ years,75,29
NEVADA,2017,Age groups,65+ years,65+ years,32,12.3
ORANGE,2017,Age groups,65+ years,65+ years,771,16.6
PLACER,2017,Age groups,65+ years,65+ years,145,19
PLUMAS,2017,Age groups,65+ years,65+ years,NA,NA
RIVERSIDE,2017,Age groups,65+ years,65+ years,681,19.5
SACRAMENTO,2017,Age groups,65+ years,65+ years,627,30.3
SAN BENITO,2017,Age groups,65+ years,65+ years,27,36.4
SAN BERNARDINO,2017,Age groups,65+ years,65+ years,614,24.6
SAN DIEGO,2017,Age groups,65+ years,65+ years,835,17.6
SAN FRANCISCO,2017,Age groups,65+ years,65+ years,314,22.1
SAN JOAQUIN,2017,Age groups,65+ years,65+ years,294,31.2
SAN LUIS OBISPO,2017,Age groups,65+ years,65+ years,78,13.8
SAN MATEO,2017,Age groups,65+ years,65+ years,315,24.5
SANTA BARBARA,2017,Age groups,65+ years,65+ years,143,22
SANTA CLARA,2017,Age groups,65+ years,65+ years,574,21.4
SANTA CRUZ,2017,Age groups,65+ years,65+ years,54,12.7
SHASTA,2017,Age groups,65+ years,65+ years,51,13.8
SIERRA,2017,Age groups,65+ years,65+ years,NA,NA
SISKIYOU,2017,Age groups,65+ years,65+ years,12,11.6
SOLANO,2017,Age groups,65+ years,65+ years,309,44.5
SONOMA,2017,Age groups,65+ years,65+ years,268,27.4
STANISLAUS,2017,Age groups,65+ years,65+ years,179,25.6
SUTTER,2017,Age groups,65+ years,65+ years,21,14.1
TEHAMA,2017,Age groups,65+ years,65+ years,21,17.2
TRINITY,2017,Age groups,65+ years,65+ years,NA,NA
TULARE,2017,Age groups,65+ years,65+ years,100,18.8
TUOLUMNE,2017,Age groups,65+ years,65+ years,35,23.3
VENTURA,2017,Age groups,65+ years,65+ years,232,18.4
YOLO,2017,Age groups,65+ years,65+ years,102,39.3
YUBA,2017,Age groups,65+ years,65+ years,34,35.8
CALIFORNIA,2017,Race/ethnicity,White,All ages,46961,35.6
ALAMEDA,2017,Race/ethnicity,White,All ages,1466,28.4
ALPINE,2017,Race/ethnicity,White,All ages,0,0
AMADOR,2017,Race/ethnicity,White,All ages,125,52.9
BUTTE,2017,Race/ethnicity,White,All ages,664,48
CALAVERAS,2017,Race/ethnicity,White,All ages,167,61.2
COLUSA,2017,Race/ethnicity,White,All ages,12,22.8
CONTRA COSTA,2017,Race/ethnicity,White,All ages,1625,36.2
DEL NORTE,2017,Race/ethnicity,White,All ages,109,84.6
EL DORADO,2017,Race/ethnicity,White,All ages,445,37.8
FRESNO,2017,Race/ethnicity,White,All ages,1791,73.6
GLENN,2017,Race/ethnicity,White,All ages,72,49.2
HUMBOLDT,2017,Race/ethnicity,White,All ages,614,68.4
IMPERIAL,2017,Race/ethnicity,White,All ages,123,70.3
INYO,2017,Race/ethnicity,White,All ages,63,77.6
KERN,2017,Race/ethnicity,White,All ages,1229,44.5
KINGS,2017,Race/ethnicity,White,All ages,315,71.2
LAKE,2017,Race/ethnicity,White,All ages,319,78.9
LASSEN,2017,Race/ethnicity,White,All ages,102,55.6
LOS ANGELES,2017,Race/ethnicity,White,All ages,7271,29.7
MADERA,2017,Race/ethnicity,White,All ages,211,51.6
MARIN,2017,Race/ethnicity,White,All ages,312,18.4
MARIPOSA,2017,Race/ethnicity,White,All ages,48,46.4
MENDOCINO,2017,Race/ethnicity,White,All ages,365,82.5
MERCED,2017,Race/ethnicity,White,All ages,483,75
MODOC,2017,Race/ethnicity,White,All ages,39,73
MONO,2017,Race/ethnicity,White,All ages,17,24.7
MONTEREY,2017,Race/ethnicity,White,All ages,450,38.1
NAPA,2017,Race/ethnicity,White,All ages,277,45.7
NEVADA,2017,Race/ethnicity,White,All ages,260,41.6
ORANGE,2017,Race/ethnicity,White,All ages,3318,28.9
PLACER,2017,Race/ethnicity,White,All ages,847,34.9
PLUMAS,2017,Race/ethnicity,White,All ages,68,63.3
RIVERSIDE,2017,Race/ethnicity,White,All ages,3021,41.1
SACRAMENTO,2017,Race/ethnicity,White,All ages,2947,47.1
SAN BENITO,2017,Race/ethnicity,White,All ages,93,56.5
SAN BERNARDINO,2017,Race/ethnicity,White,All ages,2500,45.9
SAN DIEGO,2017,Race/ethnicity,White,All ages,3039,21.7
SAN FRANCISCO,2017,Race/ethnicity,White,All ages,798,24.8
SAN JOAQUIN,2017,Race/ethnicity,White,All ages,1141,54.9
SAN LUIS OBISPO,2017,Race/ethnicity,White,All ages,481,30.9
SAN MATEO,2017,Race/ethnicity,White,All ages,676,23.3
SANTA BARBARA,2017,Race/ethnicity,White,All ages,535,31
SANTA CLARA,2017,Race/ethnicity,White,All ages,1410,23.7
SANTA CRUZ,2017,Race/ethnicity,White,All ages,377,27.3
SHASTA,2017,Race/ethnicity,White,All ages,565,46.8
SIERRA,2017,Race/ethnicity,White,All ages,NA,NA
SISKIYOU,2017,Race/ethnicity,White,All ages,121,43.7
SOLANO,2017,Race/ethnicity,White,All ages,1050,71.4
SONOMA,2017,Race/ethnicity,White,All ages,1093,39
STANISLAUS,2017,Race/ethnicity,White,All ages,1175,58.1
SUTTER,2017,Race/ethnicity,White,All ages,115,29.6
TEHAMA,2017,Race/ethnicity,White,All ages,209,57.7
TRINITY,2017,Race/ethnicity,White,All ages,44,48.9
TULARE,2017,Race/ethnicity,White,All ages,344,31.3
TUOLUMNE,2017,Race/ethnicity,White,All ages,215,62.7
VENTURA,2017,Race/ethnicity,White,All ages,1178,35.9
YOLO,2017,Race/ethnicity,White,All ages,364,40.5
YUBA,2017,Race/ethnicity,White,All ages,211,51.5
CALIFORNIA,2017,Race/ethnicity,Black,All ages,36416,168
ALAMEDA,2017,Race/ethnicity,Black,All ages,3564,202.8
ALPINE,2017,Race/ethnicity,Black,All ages,0,0
AMADOR,2017,Race/ethnicity,Black,All ages,NA,NA
BUTTE,2017,Race/ethnicity,Black,All ages,68,192.3
CALAVERAS,2017,Race/ethnicity,Black,All ages,NA,NA
COLUSA,2017,Race/ethnicity,Black,All ages,NA,NA
CONTRA COSTA,2017,Race/ethnicity,Black,All ages,2136,216.3
DEL NORTE,2017,Race/ethnicity,Black,All ages,NA,NA
EL DORADO,2017,Race/ethnicity,Black,All ages,27,206.5
FRESNO,2017,Race/ethnicity,Black,All ages,792,156.3
GLENN,2017,Race/ethnicity,Black,All ages,NA,NA
HUMBOLDT,2017,Race/ethnicity,Black,All ages,54,370.4
IMPERIAL,2017,Race/ethnicity,Black,All ages,31,145.4
INYO,2017,Race/ethnicity,Black,All ages,0,0
KERN,2017,Race/ethnicity,Black,All ages,952,184.5
KINGS,2017,Race/ethnicity,Black,All ages,156,208.6
LAKE,2017,Race/ethnicity,Black,All ages,35,381.2
LASSEN,2017,Race/ethnicity,Black,All ages,NA,NA
LOS ANGELES,2017,Race/ethnicity,Black,All ages,12350,162.3
MADERA,2017,Race/ethnicity,Black,All ages,62,199
MARIN,2017,Race/ethnicity,Black,All ages,69,113.1
MARIPOSA,2017,Race/ethnicity,Black,All ages,NA,NA
MENDOCINO,2017,Race/ethnicity,Black,All ages,18,328.6
MERCED,2017,Race/ethnicity,Black,All ages,226,252.9
MODOC,2017,Race/ethnicity,Black,All ages,0,0
MONO,2017,Race/ethnicity,Black,All ages,NA,NA
MONTEREY,2017,Race/ethnicity,Black,All ages,107,111.8
NAPA,2017,Race/ethnicity,Black,All ages,24,115.6
NEVADA,2017,Race/ethnicity,Black,All ages,NA,NA
ORANGE,2017,Race/ethnicity,Black,All ages,579,124.7
PLACER,2017,Race/ethnicity,Black,All ages,68,150.9
PLUMAS,2017,Race/ethnicity,Black,All ages,NA,NA
